message,label
"Rs 95,851 credited to your A/c XX9341 via NEFT. Available balance Rs 52,191.",1
Your OTP for login is 606569. Do not share it with anyone.,0
Your order #2764 has been shipped and will be delivered by 15-Mar.,0
Reminder: Your appointment is scheduled for 10 AM.,0
"SBI: Your A/c XX8292 debited by INR 170,485 on 12-Jan for UPI txn.",1
Your order #9392 has been shipped and will be delivered by 19-Feb.,0
"बधाई हो! आप Google Gemini के Rs. 10,689 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Offer: Refer & earn Rs 41,269 when your friend signs up. Use code SAVE20.",0
"Your A/c XX7711 has been debited by Rs 85,263 towards payment to Myntra.",1
Reminder: Your appointment is scheduled for 3 PM.,0
"You have spent Rs.179,339 at Flipkart on 27-Apr. A/c XX6268.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
Your OTP for login is 425087. Do not share it with anyone.,0
Reminder: Your appointment is scheduled for tomorrow.,0
"SBI: Your A/c XX2539 debited by INR 49,726.83 on 17-Nov for UPI txn.",1
"AxisBk: INR 10,983 credited to A/c XX1118 on 13-Oct by NEFT from Paytm. UTR 395327809474. Bal Rs.26,121.50.",1
Your OTP for login is 502803. Do not share it with anyone.,0
"Payment of INR 196,916 received from Amit into A/c XX4262.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Offer: Refer & earn Rs 114,276 when your friend signs up. Use code WELCOME50.",0
"You have spent Rs.171,278 at Uber on 09-Jul. A/c XX9465.",1
"AxisBk: INR 112,975 credited to A/c XX6992 on 25-Jul by NEFT from Priya. UTR 538280978812. Bal Rs.13,231.",1
"IMPS of Rs 84,790 successful to A/c ending 2467. Ref 2495970877.",1
"You have spent Rs.52,300 at Flipkart on 11-Oct. A/c XX6198.",1
Your order #7524 has been shipped and will be delivered by 10-Sep.,0
"SBI: Your A/c XX8855 debited by INR 92,083 on 26-Oct for UPI txn.",1
"OTP ALERT: txn of Rs 80,794 debited from A/c XX5169 using UPI.",1
"Offer: Refer & earn Rs 9,781 when your friend signs up. Use code SAVE20.",0
"Payment of INR 176,670 received from Paytm into A/c XX6250.",1
"Hi Suman, your KYC is pending. Please update within 7 days.",0
"SBI: Your A/c XX3641 debited by INR 32,265 on 03-Sep for UPI txn.",1
"बधाई हो! आप Google Gemini के Rs. 23,924.62 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
Your order #2348 has been shipped and will be delivered by 05-Dec.,0
"Hi Priya, your KYC is pending. Please update within 7 days.",0
"Your A/c XX6747 has been debited by Rs 54,174 towards payment to Myntra.",1
"SBI: Your A/c XX9174 debited by INR 90,973 on 22-Mar for UPI txn.",1
"HDFC Bank: UPI: Rs.121,358 transferred to Ankit. Ref 6922377726. A/c XX8294. Avl Bal Rs.25,609.",1
"INR 61,905 received in your Paytm Wallet from Priya.",1
"SBI: Your A/c XX5022 debited by INR 191,644 on 27-Feb for UPI txn.",1
"IMPS of Rs 37,850 successful to A/c ending 7761. Ref 6338036681.",1
"HDFC Bank: UPI: Rs.36,655 transferred to Ankit. Ref 3768901084. A/c XX4641. Avl Bal Rs.3,092.84.",1
Your order #5734 has been shipped and will be delivered by 09-Sep.,0
"Congratulations! Get Rs 2,755.57 OFF on your next recharge. Use code SAVE776.",0
"Rs 124,111 credited to your A/c XX1375 via NEFT. Available balance Rs 10,582.53.",1
"You have spent Rs.73,021 at Uber on 25-Nov. A/c XX5472.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Your A/c XX4251 has been debited by Rs 156,470 towards payment to Zomato.",1
"Flash Sale: Get up to Rs 23,964.75 off. Visit bit.ly/deal123 to claim the discount.",0
"Hi Zomato, your KYC is pending. Please update within 7 days.",0
"IMPS of Rs 144,369 successful to A/c ending 5583. Ref 3258354191.",1
"INR 3,917.44 received in your Paytm Wallet from Neha.",1
Your order #9989 has been shipped and will be delivered by 21-Feb.,0
"SBI: Your A/c XX9502 debited by INR 33,844.35 on 25-Jul for UPI txn.",1
"Payment of INR 147,625 received from Ramesh into A/c XX9882.",1
"Flash Sale: Get up to Rs 93,959 off. Visit oziva.me/iOZIVA/TJOUt to claim the discount.",0
"Exclusive offer! Flat Rs 190,156 cashback on first purchase. T&C apply.",0
"OTP ALERT: txn of Rs 172,348 debited from A/c XX1871 using UPI.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"INR 154,041 received in your Paytm Wallet from Priya.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Rs 38,479 credited to your A/c XX2656 via NEFT. Available balance Rs 189,752.",1
Reminder: Your appointment is scheduled for tomorrow.,0
"Exclusive offer! Flat Rs 32,219.04 cashback on first purchase. T&C apply.",0
"Flash Sale: Get up to Rs 160,166 off. Visit bit.ly/deal123 to claim the discount.",0
"Rs 169,052 credited to your A/c XX2822 via NEFT. Available balance Rs 75,184.",1
"Hi Google Pay, your KYC is pending. Please update within 7 days.",0
"Exclusive offer! Flat Rs 10,123.32 cashback on first purchase. T&C apply.",0
"OTP ALERT: txn of Rs 120,834 debited from A/c XX9433 using UPI.",1
"बधाई हो! आप Google Gemini के Rs. 121,622 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"INR 178,450 received in your Paytm Wallet from Suman.",1
"Payment of INR 4,494.86 received from PhonePe into A/c XX5578.",1
"Payment of INR 75,007 received from Google Pay into A/c XX7732.",1
"OTP ALERT: txn of Rs 8,781 debited from A/c XX8917 using UPI.",1
Reminder: Your appointment is scheduled for 3 PM.,0
"Flash Sale: Get up to Rs 25,853.41 off. Visit example.com/deal to claim the discount.",0
"Payment of INR 86,397 received from PhonePe into A/c XX3230.",1
"Exclusive offer! Flat Rs 30,221 cashback on first purchase. T&C apply.",0
"Congratulations! Get Rs 29,678.31 OFF on your next recharge. Use code SAVE723.",0
"INR 16,753.13 received in your Paytm Wallet from Zomato.",1
"Congratulations! Get Rs 74,731 OFF on your next recharge. Use code SAVE140.",0
"Offer: Refer & earn Rs 15,901 when your friend signs up. Use code STEAL.",0
"You have spent Rs.38,911 at Dominos on 06-Aug. A/c XX4245.",1
"Congratulations! Get Rs 35,895.44 OFF on your next recharge. Use code SAVE895.",0
Your OTP for login is 850437. Do not share it with anyone.,0
"Flash Sale: Get up to Rs 13,940.08 off. Visit example.com/deal to claim the discount.",0
Your order #2349 has been shipped and will be delivered by 02-Oct.,0
"AxisBk: INR 13,096.81 credited to A/c XX3248 on 13-Nov by NEFT from Swiggy. UTR 224060179862. Bal Rs.41,573.97.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"SBI: Your A/c XX1812 debited by INR 31,520.61 on 08-Feb for UPI txn.",1
Your OTP for login is 994399. Do not share it with anyone.,0
"Flash Sale: Get up to Rs 35,916.73 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"Rs 150,811 credited to your A/c XX1958 via NEFT. Available balance Rs 12,984.26.",1
Your OTP for login is 951921. Do not share it with anyone.,0
"Congratulations! Get Rs 162,388 OFF on your next recharge. Use code SAVE357.",0
"Your A/c XX8431 has been debited by Rs 46,068 towards payment to Zomato.",1
"Offer: Refer & earn Rs 65,646 when your friend signs up. Use code SAVE20.",0
"Congratulations! Get Rs 4,124.69 OFF on your next recharge. Use code SAVE108.",0
"Payment of INR 41,571.56 received from Neha into A/c XX9754.",1
"Rs 152,243 credited to your A/c XX7615 via NEFT. Available balance Rs 161,877.",1
"Your A/c XX3739 has been debited by Rs 15,063.55 towards payment to BigBasket.",1
"Payment of INR 198,545 received from Neha into A/c XX5342.",1
"बधाई हो! आप Google Gemini के Rs. 36,527.57 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"You have spent Rs.180,120 at Dominos on 16-May. A/c XX4860.",1
Your order #6748 has been shipped and will be delivered by 03-Mar.,0
"Rs 34,706.05 credited to your A/c XX6606 via NEFT. Available balance Rs 114,135.",1
Your OTP for login is 340244. Do not share it with anyone.,0
Reminder: Your appointment is scheduled for tomorrow.,0
"Offer: Refer & earn Rs 168,808 when your friend signs up. Use code REFER100.",0
Your order #3031 has been shipped and will be delivered by 23-Feb.,0
"Hi PhonePe, your KYC is pending. Please update within 7 days.",0
"Congratulations! Get Rs 127,751 OFF on your next recharge. Use code SAVE392.",0
"Payment of INR 25,177.19 received from Ankit into A/c XX3941.",1
"Payment of INR 142,540 received from Zomato into A/c XX5932.",1
"SBI: Your A/c XX6878 debited by INR 54,911 on 09-Jun for UPI txn.",1
"Hi Paytm, your KYC is pending. Please update within 7 days.",0
"Hi Rahul, your KYC is pending. Please update within 7 days.",0
"Flash Sale: Get up to Rs 65,014 off. Visit example.com/deal to claim the discount.",0
Your OTP for login is 256518. Do not share it with anyone.,0
"INR 128,126 received in your Paytm Wallet from Zomato.",1
"Rs 98,425 credited to your A/c XX7227 via NEFT. Available balance Rs 178,187.",1
"Hi Suman, your KYC is pending. Please update within 7 days.",0
"HDFC Bank: UPI: Rs.8,768 transferred to Suman. Ref 9912067529. A/c XX2715. Avl Bal Rs.15,942.66.",1
"बधाई हो! आप Google Gemini के Rs. 187,251 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"AxisBk: INR 122,188 credited to A/c XX7948 on 07-Oct by NEFT from Paytm. UTR 517432097819. Bal Rs.90,709.",1
"बधाई हो! आप Google Gemini के Rs. 64,977 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Payment of INR 85,179 received from PhonePe into A/c XX8005.",1
"Flash Sale: Get up to Rs 191,625 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
Your OTP for login is 647746. Do not share it with anyone.,0
"Congratulations! Get Rs 154,011 OFF on your next recharge. Use code SAVE684.",0
"Congratulations! Get Rs 50,122 OFF on your next recharge. Use code SAVE359.",0
"Your A/c XX7498 has been debited by Rs 105,914 towards payment to Flipkart.",1
"Exclusive offer! Flat Rs 3,107 cashback on first purchase. T&C apply.",0
"INR 65,206 received in your Paytm Wallet from Rahul.",1
"You have spent Rs.42,619.58 at Amazon on 16-Nov. A/c XX4586.",1
"Exclusive offer! Flat Rs 36,520 cashback on first purchase. T&C apply.",0
"Exclusive offer! Flat Rs 33,164 cashback on first purchase. T&C apply.",0
"IMPS of Rs 35,985 successful to A/c ending 6375. Ref 1754603440.",1
"IMPS of Rs 198,261 successful to A/c ending 8245. Ref 8792122716.",1
Congratulations! Get Rs 180 OFF on your next recharge. Use code SAVE782.,0
"AxisBk: INR 5,653.22 credited to A/c XX5624 on 25-Jun by NEFT from PhonePe. UTR 239907177805. Bal Rs.44,784.",1
"OTP ALERT: txn of Rs 23,129.71 debited from A/c XX5919 using UPI.",1
"Congratulations! Get Rs 48,349.37 OFF on your next recharge. Use code SAVE302.",0
Your order #6960 has been shipped and will be delivered by 03-Aug.,0
"Congratulations! Get Rs 161,001 OFF on your next recharge. Use code SAVE928.",0
"Rs 7,883.62 credited to your A/c XX8982 via NEFT. Available balance Rs 167,589.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"You have spent Rs.134,076 at OLA on 09-Jan. A/c XX4114.",1
"SBI: Your A/c XX5412 debited by INR 132,241 on 02-Jun for UPI txn.",1
"You have spent Rs.8,555 at Dominos on 25-Nov. A/c XX7243.",1
Your OTP for login is 677022. Do not share it with anyone.,0
"Offer: Refer & earn Rs 48,234 when your friend signs up. Use code WELCOME50.",0
"Flash Sale: Get up to Rs 9,835.33 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"HDFC Bank: UPI: Rs.190,362 transferred to Neha. Ref 9288057824. A/c XX6703. Avl Bal Rs.152,822.",1
"OTP ALERT: txn of Rs 199,367 debited from A/c XX8438 using UPI.",1
"Exclusive offer! Flat Rs 38,519.27 cashback on first purchase. T&C apply.",0
"INR 86,696 received in your Paytm Wallet from Amit.",1
"Congratulations! Get Rs 5,251.11 OFF on your next recharge. Use code SAVE572.",0
"IMPS of Rs 46,450.19 successful to A/c ending 9306. Ref 1122643545.",1
"Hi Amit, your KYC is pending. Please update within 7 days.",0
"Congratulations! Get Rs 6,536.19 OFF on your next recharge. Use code SAVE180.",0
"Offer: Refer & earn Rs 172,444 when your friend signs up. Use code STEAL.",0
"Flash Sale: Get up to Rs 44,934 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"Your A/c XX6047 has been debited by Rs 10,484.18 towards payment to Dominos.",1
"Flash Sale: Get up to Rs 43,843.19 off. Visit oziva.me/iOZIVA/TJOUt to claim the discount.",0
"Exclusive offer! Flat Rs 46,273.46 cashback on first purchase. T&C apply.",0
"You have spent Rs.104,695 at Uber on 01-May. A/c XX1618.",1
"Hi Suman, your KYC is pending. Please update within 7 days.",0
"IMPS of Rs 191,601 successful to A/c ending 5322. Ref 4748958133.",1
"You have spent Rs.172,859 at BigBasket on 01-Apr. A/c XX9156.",1
"HDFC Bank: UPI: Rs.1,927.94 transferred to Neha. Ref 1993974205. A/c XX7984. Avl Bal Rs.38,337.",1
"OTP ALERT: txn of Rs 29,351.88 debited from A/c XX3279 using UPI.",1
"Your A/c XX5639 has been debited by Rs 35,013 towards payment to Dominos.",1
"INR 44,208 received in your Paytm Wallet from Suman.",1
Reminder: Your appointment is scheduled for 6 PM.,0
"Congratulations! Get Rs 31,594.10 OFF on your next recharge. Use code SAVE929.",0
"Congratulations! Get Rs 7,113.83 OFF on your next recharge. Use code SAVE497.",0
"INR 136,585 received in your Paytm Wallet from Zomato.",1
"Congratulations! Get Rs 18,031.21 OFF on your next recharge. Use code SAVE293.",0
"Payment of INR 71,983 received from Ankit into A/c XX2229.",1
"Offer: Refer & earn Rs 190,805 when your friend signs up. Use code REFER100.",0
"INR 160,760 received in your Paytm Wallet from Zomato.",1
Reminder: Your appointment is scheduled for tomorrow.,0
"HDFC Bank: UPI: Rs.65,648 transferred to Google Pay. Ref 6300607425. A/c XX3711. Avl Bal Rs.33,228.80.",1
"Rs 87,497 credited to your A/c XX8935 via NEFT. Available balance Rs 174,057.",1
"बधाई हो! आप Google Gemini के Rs. 126,854 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"बधाई हो! आप Google Gemini के Rs. 14,704.61 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"HDFC Bank: UPI: Rs.79,183 transferred to Swiggy. Ref 6151841907. A/c XX8140. Avl Bal Rs.45,440.",1
Your order #8560 has been shipped and will be delivered by 11-Jul.,0
"AxisBk: INR 92,261 credited to A/c XX4869 on 17-May by NEFT from Swiggy. UTR 787461096985. Bal Rs.79,263.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Hi Google Pay, your KYC is pending. Please update within 7 days.",0
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
Your order #7030 has been shipped and will be delivered by 24-Jan.,0
"INR 76,183 received in your Paytm Wallet from Suman.",1
"बधाई हो! आप Google Gemini के Rs. 155,063 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
Your order #9032 has been shipped and will be delivered by 11-Nov.,0
"Payment of INR 180,877 received from Ramesh into A/c XX8595.",1
"Your A/c XX4559 has been debited by Rs 31,407.88 towards payment to Flipkart.",1
"Your A/c XX2210 has been debited by Rs 70,788 towards payment to Amazon.",1
"Rs 78,431 credited to your A/c XX5097 via NEFT. Available balance Rs 111,240.",1
"Hi Google Pay, your KYC is pending. Please update within 7 days.",0
"Congratulations! Get Rs 80,679 OFF on your next recharge. Use code SAVE911.",0
"Congratulations! Get Rs 10,730.45 OFF on your next recharge. Use code SAVE215.",0
"You have spent Rs.28,855 at Flipkart on 05-Apr. A/c XX1716.",1
"Your A/c XX5947 has been debited by Rs 75,891 towards payment to Swiggy.",1
"Offer: Refer & earn Rs 31,560.10 when your friend signs up. Use code REFER100.",0
"OTP ALERT: txn of Rs 16,305.99 debited from A/c XX9019 using UPI.",1
"Flash Sale: Get up to Rs 12,623.31 off. Visit oziva.me/iOZIVA/TJOUt to claim the discount.",0
"Offer: Refer & earn Rs 110,144 when your friend signs up. Use code WELCOME50.",0
"Hi Amit, your KYC is pending. Please update within 7 days.",0
Your OTP for login is 520764. Do not share it with anyone.,0
"Exclusive offer! Flat Rs 55,082 cashback on first purchase. T&C apply.",0
"SBI: Your A/c XX1599 debited by INR 20,053.29 on 07-Apr for UPI txn.",1
"Flash Sale: Get up to Rs 23,079.34 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"Flash Sale: Get up to Rs 21,117 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"Rs 13,256.76 credited to your A/c XX4817 via NEFT. Available balance Rs 65,508.",1
Your order #4032 has been shipped and will be delivered by 08-Mar.,0
"IMPS of Rs 110,878 successful to A/c ending 6656. Ref 6550233140.",1
"Flash Sale: Get up to Rs 166,617 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"IMPS of Rs 186,641 successful to A/c ending 9267. Ref 9052143587.",1
"Rs 12,259.84 credited to your A/c XX7823 via NEFT. Available balance Rs 41,555.09.",1
"You have spent Rs.36,412 at Uber on 09-Dec. A/c XX9693.",1
Reminder: Your appointment is scheduled for tomorrow.,0
"Rs 174,695 credited to your A/c XX1289 via NEFT. Available balance Rs 87,855.",1
"Your A/c XX4074 has been debited by Rs 3,361.73 towards payment to Amazon.",1
Your order #1555 has been shipped and will be delivered by 20-Dec.,0
"Flash Sale: Get up to Rs 6,812.69 off. Visit bit.ly/deal123 to claim the discount.",0
"बधाई हो! आप Google Gemini के Rs. 167,080 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"HDFC Bank: UPI: Rs.143,147 transferred to Zomato. Ref 2178816289. A/c XX6394. Avl Bal Rs.9,840.35.",1
"Hi Neha, your KYC is pending. Please update within 7 days.",0
Reminder: Your appointment is scheduled for 10 AM.,0
"Payment of INR 182,492 received from Amit into A/c XX7775.",1
"Congratulations! Get Rs 28,993.58 OFF on your next recharge. Use code SAVE898.",0
"बधाई हो! आप Google Gemini के Rs. 13,232.72 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"INR 131,481 received in your Paytm Wallet from Karan.",1
"Payment of INR 31,538.01 received from Google Pay into A/c XX8594.",1
"Your A/c XX5889 has been debited by Rs 32,667.31 towards payment to Zomato.",1
"बधाई हो! आप Google Gemini के Rs. 22,396.83 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Congratulations! Get Rs 53,499 OFF on your next recharge. Use code SAVE481.",0
"बधाई हो! आप Google Gemini के Rs. 38,907 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Payment of INR 22,501.63 received from Paytm into A/c XX2259.",1
Your order #4222 has been shipped and will be delivered by 24-Mar.,0
Your OTP for login is 389550. Do not share it with anyone.,0
"AxisBk: INR 98,898 credited to A/c XX7993 on 18-Mar by NEFT from Rahul. UTR 230730012080. Bal Rs.112,658.",1
"Exclusive offer! Flat Rs 137,855 cashback on first purchase. T&C apply.",0
"Offer: Refer & earn Rs 7,181.53 when your friend signs up. Use code WELCOME50.",0
"Your A/c XX6449 has been debited by Rs 187,618 towards payment to Myntra.",1
"Hi Karan, your KYC is pending. Please update within 7 days.",0
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Offer: Refer & earn Rs 143,349 when your friend signs up. Use code REFER100.",0
"Exclusive offer! Flat Rs 145,376 cashback on first purchase. T&C apply.",0
"Your A/c XX5897 has been debited by Rs 183,514 towards payment to Swiggy.",1
"Rs 127,666 credited to your A/c XX2343 via NEFT. Available balance Rs 46,087.",1
"IMPS of Rs 39,290.08 successful to A/c ending 8618. Ref 5659161352.",1
"Hi Neha, your KYC is pending. Please update within 7 days.",0
"Congratulations! Get Rs 1,533.80 OFF on your next recharge. Use code SAVE210.",0
"INR 124,196 received in your Paytm Wallet from Ramesh.",1
"INR 52,351 received in your Paytm Wallet from Neha.",1
"HDFC Bank: UPI: Rs.78,123 transferred to Rahul. Ref 4619584847. A/c XX6954. Avl Bal Rs.106,704.",1
"Payment of INR 117,863 received from Neha into A/c XX1072.",1
"बधाई हो! आप Google Gemini के Rs. 12,933.99 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"AxisBk: INR 24,486.17 credited to A/c XX7050 on 09-Jul by NEFT from Priya. UTR 425021634160. Bal Rs.157,120.",1
"INR 92,724 received in your Paytm Wallet from Swiggy.",1
"SBI: Your A/c XX9334 debited by INR 2,813 on 24-Mar for UPI txn.",1
"You have spent Rs.24,913 at Uber on 28-Mar. A/c XX1158.",1
"SBI: Your A/c XX5660 debited by INR 104,104 on 20-Jan for UPI txn.",1
Your OTP for login is 204745. Do not share it with anyone.,0
"Flash Sale: Get up to Rs 16,244.84 off. Visit oziva.me/iOZIVA/TJOUt to claim the discount.",0
"Hi Paytm, your KYC is pending. Please update within 7 days.",0
"Rs 5,011 credited to your A/c XX7332 via NEFT. Available balance Rs 44,171.28.",1
"OTP ALERT: txn of Rs 178,739 debited from A/c XX3868 using UPI.",1
"INR 136,009 received in your Paytm Wallet from Ankit.",1
"SBI: Your A/c XX9447 debited by INR 39,731.99 on 24-May for UPI txn.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"SBI: Your A/c XX8587 debited by INR 9,816 on 03-Nov for UPI txn.",1
"Rs 175,941 credited to your A/c XX5483 via NEFT. Available balance Rs 7,474.54.",1
Reminder: Your appointment is scheduled for tomorrow.,0
"Rs 130,086 credited to your A/c XX9507 via NEFT. Available balance Rs 96,307.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"INR 28,653.37 received in your Paytm Wallet from Suman.",1
"Exclusive offer! Flat Rs 198,930 cashback on first purchase. T&C apply.",0
"IMPS of Rs 180,952 successful to A/c ending 8861. Ref 2236045959.",1
"You have spent Rs.178,421 at Amazon on 12-Feb. A/c XX6138.",1
Your order #2096 has been shipped and will be delivered by 24-Apr.,0
"OTP ALERT: txn of Rs 44,570 debited from A/c XX3967 using UPI.",1
Reminder: Your appointment is scheduled for 10 AM.,0
"Congratulations! Get Rs 30,088 OFF on your next recharge. Use code SAVE156.",0
Reminder: Your appointment is scheduled for tomorrow.,0
"IMPS of Rs 12,668 successful to A/c ending 9326. Ref 1615024545.",1
"SBI: Your A/c XX8009 debited by INR 46,472.35 on 07-Dec for UPI txn.",1
"Exclusive offer! Flat Rs 115,446 cashback on first purchase. T&C apply.",0
"Payment of INR 105,078 received from Swiggy into A/c XX7853.",1
"Rs 133,110 credited to your A/c XX5891 via NEFT. Available balance Rs 138.24.",1
Reminder: Your appointment is scheduled for 3 PM.,0
"Offer: Refer & earn Rs 199,744 when your friend signs up. Use code WELCOME50.",0
"IMPS of Rs 17,764.10 successful to A/c ending 9569. Ref 2656485964.",1
"Exclusive offer! Flat Rs 43,388.12 cashback on first purchase. T&C apply.",0
"OTP ALERT: txn of Rs 98,303 debited from A/c XX8300 using UPI.",1
"You have spent Rs.14,695 at BigBasket on 18-Sep. A/c XX6169.",1
"SBI: Your A/c XX8827 debited by INR 48,339 on 04-Feb for UPI txn.",1
Your order #1875 has been shipped and will be delivered by 22-Feb.,0
"AxisBk: INR 2,199.88 credited to A/c XX6080 on 17-Jul by NEFT from Paytm. UTR 376911143456. Bal Rs.2,104.88.",1
"SBI: Your A/c XX8207 debited by INR 1,739 on 06-Apr for UPI txn.",1
"Payment of INR 162,610 received from Neha into A/c XX8357.",1
"OTP ALERT: txn of Rs 39,346.73 debited from A/c XX5612 using UPI.",1
Your OTP for login is 773528. Do not share it with anyone.,0
"Congratulations! Get Rs 40,074.84 OFF on your next recharge. Use code SAVE189.",0
"Hi Karan, your KYC is pending. Please update within 7 days.",0
"SBI: Your A/c XX9849 debited by INR 190,789 on 08-Jan for UPI txn.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"HDFC Bank: UPI: Rs.156,810 transferred to Zomato. Ref 5447868483. A/c XX8844. Avl Bal Rs.21,137.",1
"Exclusive offer! Flat Rs 60,850 cashback on first purchase. T&C apply.",0
"You have spent Rs.22,983 at Swiggy on 27-Jan. A/c XX2833.",1
"HDFC Bank: UPI: Rs.189,614 transferred to Paytm. Ref 4049386023. A/c XX8115. Avl Bal Rs.848.",1
"HDFC Bank: UPI: Rs.63,072 transferred to Google Pay. Ref 6806610347. A/c XX5370. Avl Bal Rs.23,047.73.",1
"IMPS of Rs 95,320 successful to A/c ending 2587. Ref 4702151315.",1
"OTP ALERT: txn of Rs 36,181.58 debited from A/c XX4787 using UPI.",1
"Payment of INR 195,207 received from Ankit into A/c XX7025.",1
"Payment of INR 48,313.57 received from Karan into A/c XX3034.",1
"Exclusive offer! Flat Rs 57,427 cashback on first purchase. T&C apply.",0
"AxisBk: INR 28,617.18 credited to A/c XX4688 on 22-Apr by NEFT from Karan. UTR 549475145082. Bal Rs.58,035.",1
"IMPS of Rs 1,256.01 successful to A/c ending 8504. Ref 7474272494.",1
"You have spent Rs.83,564 at Swiggy on 10-Jul. A/c XX3444.",1
"Exclusive offer! Flat Rs 16,527.07 cashback on first purchase. T&C apply.",0
"HDFC Bank: UPI: Rs.73,508 transferred to Amit. Ref 3521300895. A/c XX1539. Avl Bal Rs.147,730.",1
"Rs 43,574.95 credited to your A/c XX9755 via NEFT. Available balance Rs 19,612.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Flash Sale: Get up to Rs 148,283 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
Reminder: Your appointment is scheduled for 6 PM.,0
"Rs 7,691 credited to your A/c XX1959 via NEFT. Available balance Rs 73,654.",1
"Payment of INR 165,868 received from Karan into A/c XX3740.",1
"Your A/c XX8318 has been debited by Rs 38,437 towards payment to Zomato.",1
"बधाई हो! आप Google Gemini के Rs. 83,193 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"OTP ALERT: txn of Rs 179,538 debited from A/c XX9037 using UPI.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"INR 6,900 received in your Paytm Wallet from Suman.",1
"Payment of INR 121,915 received from Zomato into A/c XX3749.",1
"Congratulations! Get Rs 57,565 OFF on your next recharge. Use code SAVE450.",0
"Congratulations! Get Rs 119,788 OFF on your next recharge. Use code SAVE823.",0
"बधाई हो! आप Google Gemini के Rs. 30,568.93 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"INR 45,039 received in your Paytm Wallet from Neha.",1
"SBI: Your A/c XX2690 debited by INR 19,159.67 on 11-Jun for UPI txn.",1
"Exclusive offer! Flat Rs 36,504.21 cashback on first purchase. T&C apply.",0
"Payment of INR 43,100.10 received from Priya into A/c XX7798.",1
"Your A/c XX1583 has been debited by Rs 20,858.84 towards payment to Zomato.",1
"Hi Suman, your KYC is pending. Please update within 7 days.",0
"Payment of INR 14,531.50 received from Zomato into A/c XX8616.",1
"Your A/c XX7121 has been debited by Rs 119,279 towards payment to Swiggy.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"OTP ALERT: txn of Rs 1,097.28 debited from A/c XX8126 using UPI.",1
"Offer: Refer & earn Rs 34,134.99 when your friend signs up. Use code WELCOME50.",0
"Flash Sale: Get up to Rs 183,344 off. Visit bit.ly/deal123 to claim the discount.",0
"Rs 124,588 credited to your A/c XX3175 via NEFT. Available balance Rs 158,793.",1
"OTP ALERT: txn of Rs 7,499 debited from A/c XX6328 using UPI.",1
